URL,Name,Address,Website,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Review_Count,Permanently_Closed,Latitude,Longitude,url,Original_URL,Emails,Career_Page_URL
https://www.google.com/maps/place/Acuvate+Software+Pvt+Ltd/data=!4m7!3m6!1s0x3bcb916302a87ad3:0x3f5e20047ee0de5!8m2!3d17.4546253!4d78.3867557!16s%2Fg%2F124yl1cgk!19sChIJ03qoAmORyzsR5Q3uRwDi9QM?authuser=0&hl=en&rclk=1,Acuvate Software Pvt Ltd,"1st & 2nd Floor, MJR Arcade, Khanamet, Gurukul Society, Landmark: Near Meridian School, Madhapur, Hyderabad, Telangana 500081",http://www.acuvate.com/,4067333777,Software company,Open,Closes 7 pm,4.2,Not Found,No,17.4546253,78.3867557,http://www.acuvate.com/careers,http://www.acuvate.com/,info@acuvate.com,https://acuvate.com/careers/
https://www.google.com/maps/place/Ahex+Technologies+-+Mobile+App+Development+Company+in+Hyderabad/data=!4m7!3m6!1s0x3bcb900ed933ff81:0xb79715aed0874331!8m2!3d17.4350719!4d78.3661153!16s%2Fg%2F1hjgx59ns!19sChIJgf8z2Q6QyzsRMUOH0K4Vl7c?authuser=0&hl=en&rclk=1,Ahex Technologies - Mobile App Development Company in Hyderabad,"Unit 301 & 302 , Third Floor, Magna Park View Towers, Urdu University Rd, Sri Shyam Nagar, Telecom Nagar Extension, Gachibowli, Hyderabad, Telangana 500032",https://ahex.co/,8885564224,Software company,Open,Closes 8 pm,4.2,118,No,17.4350719,78.3661153,https://ahex.co/careers,https://ahex.co/,sales@ahex.co.in,https://ahex.co/careers/
https://www.google.com/maps/place/ALTOKK+Software+Solutions+Private+Limited/data=!4m7!3m6!1s0x3bcb937e6028ce35:0x6f57965c36746961!8m2!3d17.4314847!4d78.3821171!16s%2Fg%2F11hz6tnq1x!19sChIJNc4oYH6TyzsRYWl0NlyWV28?authuser=0&hl=en&rclk=1,ALTOKK Software Solutions Private Limited,"3rd floor, Gowra Palladium, Silpa Gram Craft Village, HITEC City, Hyderabad, Telangana 500032",http://www.altokk.com/,7207789877,Software company,Open,Closes 7 pm,4.9,Not Found,No,17.4314847,78.3821171,http://www.altokk.com/careers,http://www.altokk.com/,admin@altokk.com,https://altokk.com/career-counseling/
https://www.google.com/maps/place/Anchovies+IT+Solutions+Private+Limited/data=!4m7!3m6!1s0x3bcb9165d75aaaab:0xc6ab553a044d76bf!8m2!3d17.4520144!4d78.3934213!16s%2Fg%2F11jv6ccymk!19sChIJq6pa12WRyzsRv3ZNBDpVq8Y?authuser=0&hl=en&rclk=1,Anchovies IT Solutions Private Limited,"Block C - 4th Floor, 100 Feet Rd, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",http://anchovies.in/,4048586350,Software company,Open,Closes 7 pm,5,4,No,17.4520144,76.0,http://anchovies.in/careers,http://anchovies.in/,support@anchovies.in,https://anchovies.in/careers.html
https://www.google.com/maps/place/Ascus+Tech+Private+Limited/data=!4m7!3m6!1s0x3bcb915511adabeb:0x2949197266c1a460!8m2!3d17.4438418!4d78.3846213!16s%2Fg%2F11rvdbz_22!19sChIJ66utEVWRyzsRYKTBZnIZSSk?authuser=0&hl=en&rclk=1,Ascus Tech Private Limited,"Plot no 36&37 Hunters Quest 5th Floor, Vittal Rao Nagar, Madhapur, HITEC City, Hyderabad, Telangana 500081",https://ascustech.in/,9032476555,Software company,Open,Closes 5 pm,4.9,58,No,17.4438418,78.3846213,https://ascustech.in/careers,https://ascustech.in/,info@ascustech.in,https://ascustech.in/careers/
https://www.google.com/maps/place/BizAcuity+Solutions+Pvt.+Ltd./data=!4m7!3m6!1s0x3bcb915ff39fbe7b:0xd968b15aa25b8e6c!8m2!3d17.441189!4d78.383816!16s%2Fg%2F1260f56c0!19sChIJe76f81-RyzsRbI5bolqxaNk?authuser=0&hl=en&rclk=1,BizAcuity Solutions Pvt. Ltd.,"Hitech Pearl, Vittal Rao Nagar, HITEC City, Hyderabad, Telangana 500081",http://www.bizacuity.com/,4043111808,Software company,Open,Closes 7 pm,4.8,Not Found,No,17.441189,78.383816,http://www.bizacuity.com/careers,http://www.bizacuity.com/,"GAMWIT-Logo@2x.png, GAMWIT-Logo@2x-300x60.png",https://bizacuity.com/careers/
https://www.google.com/maps/place/Byteridge+Software+Private+Limited/data=!4m7!3m6!1s0x3bcb93de76d0cb49:0xce3823ec0adfbc2c!8m2!3d17.4231591!4d78.3390254!16s%2Fg%2F1tf4ch4w!19sChIJScvQdt6TyzsRLLzfCuwjOM4?authuser=0&hl=en&rclk=1,Byteridge Software Private Limited,"WeWork Rajapushpa Summit, Financial District, Hyderabad, Telangana 500032",http://byteridge.com/,4067453961,Software company,Open,Closes 6 pm,4.5,Not Found,No,17.4231591,78.3390254,http://byteridge.com/careers,http://byteridge.com/,info@byteridge.com,https://byteridge.com/careers/
https://www.google.com/maps/place/BSIT+Software+Services+Pvt.+Ltd.-+Leading+Software+Development+Company./data=!4m7!3m6!1s0x3bcb85278dd5aea1:0xe9ba8a3643c8e536!8m2!3d17.4367149!4d78.3671066!16s%2Fg%2F11c30whxf3!19sChIJoa7VjSeFyzsRNuXIQzaKuuk?authuser=0&hl=en&rclk=1,BSIT Software Services Pvt. Ltd.- Leading Software Development Company.,"2nd Floor, 2-48/5/6, Gachibowli Rd, Opp. RTTC, Telecom Nagar Extension, Gachibowli, Hyderabad, Telangana 500032",http://www.bsitsoftware.com/,9985222841,Software company,Open,Closes 7 pm,4.8,Not Found,No,17.4367149,78.3671066,http://www.bsitsoftware.com/careers,http://www.bsitsoftware.com/,"info@bsitsoftware.com, hr@bsitsoftware.com",https://careers.bsitsoftware.com/
https://www.google.com/maps/place/Gspann/data=!4m7!3m6!1s0x3bcb93e02bd27d85:0x218285906330bcbc!8m2!3d17.4512468!4d78.3708356!16s%2Fg%2F1ygbbbg1t!19sChIJhX3SK-CTyzsRvLwwY5CFgiE?authuser=0&hl=en&rclk=1,Gspann,"Level-2, Serlingampally Mandal, N-Heights, Plot no:38, Hitech City Main Rd, Phase 2, Siddiq Nagar, Madhapur, Hyderabad, Telangana 500081",https://www.gspann.com/,4064551388,Software company,Not Found,Not Found,4,Not Found,No,17.4512468,78.3708356,https://www.gspann.com/careers,https://www.gspann.com/,"rahul.yadav@gspann.com, deepanshu.dwivedi@gspann.com, saurabh.madan@gspann.com, insidesales_research@gspann.com, anjani.singh@gspann.com, deepak.kumar02@gspann.com, raghu.madhok@gspann.com, sai.beeram@gspann.com, ngrover@gspann.com, anurag.gupta@gspann.com, rama.aluri@gspann.com, aarti.dhiman@gspann.com, ap@gspann.com, satish.kumar@gspann.com, puja.sethi@gspann.com, praveen.chandra@gspann.com, ashish.ranjan@gspann.com, mmalik@gspann.com, sumit.kapoor@gspann.com, anurag.bhalla@gspann.com, rolf.kraus@gspann.com, shivani.singh@gspann.com",https://careers.gspann.com/
https://www.google.com/maps/place/ZAZZ+IT+SOLUTIONS+PRIVATE+LIMITED/data=!4m7!3m6!1s0x6a93c1e56af07fe7:0x76bd1448a311290c!8m2!3d17.4511962!4d78.3860633!16s%2Fg%2F11tfz5lcq9!19sChIJ53_wauXBk2oRDCkRo0gUvXY?authuser=0&hl=en&rclk=1,ZAZZ IT SOLUTIONS PRIVATE LIMITED,"4th Floor ""SILICON PARK"" Plot Nos. 23 24, VIP Hills, Silicon Valley, Madhapur, Hyderabad, Telangana 500081",http://www.zazz.io/,8555063751,Software company,Open,Closes 11 pm,4.4,Not Found,No,17.4511962,78.3860633,http://www.zazz.io/careers,http://www.zazz.io/,"info@zazz.io, flags@2x.webp, globe@2x.webp",https://careers.zazz.io/careers
