URL,Name,Address,Website,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Permanently_Closed,Latitude,Longitude
https://www.google.com/maps/place/The+Study+Arena/data=!4m7!3m6!1s0x390d1ded77c40dab:0x2e955490a4bb92d!8m2!3d28.5660113!4d77.1868316!16s%2Fg%2F11f3v2_bpf!19sChIJqw3Ed-0dDTkRLblLCklV6QI?authuser=0&hl=en&rclk=1,The Study Arena,"G-8 Building No-135 Near Kuan And Pipal Mahadev Mandir Mohammadpur, Bhikaji Cama Place, New Delhi, Delhi 110066",http://www.thestudyarena.in/,0837681999,Private Tutor,Open,Closes 10 pm,4.8,No,28.5660113,77.1868316
https://www.google.com/maps/place/International+Placewell+Consultants+Pvt.+Ltd.+%28IPC%29/data=!4m7!3m6!1s0x390d1d841aaaaaab:0x4af46a680dc41fc3!8m2!3d28.5692448!4d77.1872381!16s%2Fg%2F1whdgr0x!19sChIJq6qqGoQdDTkRwx_EDWhq9Eo?authuser=0&hl=en&rclk=1,International Placewell Consultants Pvt. Ltd. (IPC),"601, Bhikaji Cama Bhawan, Bhikaji Cama Place, Rama Krishna Puram, New Delhi, Delhi 110066",http://www.educationoverseas.com/,0981000511,Educational consultant,Open,Closes 6 pm,4.7,No,28.5692448,77.1872381
https://www.google.com/maps/place/Colluni+overseas+education+-+Best+Study+Abroad+Consultants+in+Delhi/data=!4m7!3m6!1s0x390d1d86abfaaaab:0x3eb037434ecd6497!8m2!3d28.5691583!4d77.1877843!16s%2Fg%2F11gd3bkv3d!19sChIJq6r6q4YdDTkRl2TNTkM3sD4?authuser=0&hl=en&rclk=1,Colluni overseas education - Best Study Abroad Consultants in Delhi,"UG - 33, Ansal Chamber -1, Bhikaji Cama Place, Rama Krishna Puram, New Delhi, Delhi 110066",https://www.colluni.com/,0931928307,Educational consultant,Open,Closes 6 pm,4.9,No,28.5691583,77.1877843
https://www.google.com/maps/place/Achiever%27s+Point/data=!4m7!3m6!1s0x390d030d1e116a3f:0xfaaa47f3feb6de13!8m2!3d28.5509312!4d77.2048839!16s%2Fg%2F1tf6_9vn!19sChIJP2oRHg0DDTkRE962_vNHqvo?authuser=0&hl=en&rclk=1,Achiever's Point,"G-4, near PNB Bank, Hauz Khas Market, Kharera, Hauz Khas, New Delhi, Delhi 110016",https://achieverspoint.com/,0989900412,Coaching Center,Open,Closes 6 pm,4.7,No,28.5509312,77.2048839
https://www.google.com/maps/place/Cambridge+IELTS+Coaching+Centre/data=!4m7!3m6!1s0x390d01face7dc49d:0x3de0fb31af9b4f5d!8m2!3d28.7343469!4d77.1140114!16s%2Fg%2F11h3v6rmzw!19sChIJncR9zvoBDTkRXU-brzH74D0?authuser=0&hl=en&rclk=1,Cambridge IELTS Coaching Centre,"First Floor Unit No 157, Ambedkar Bhawan, G3S Mall, Apposite, Sector 11, Rohini, Delhi, 110085",https://cambridgeieltscoachingcentre.com/,0859510229,Coaching Center,Open,Closes 10 pm,4.8,No,28.7343469,77.1140114
https://www.google.com/maps/place/PHOENIX+ACADEMIA/data=!4m7!3m6!1s0x390ce3277c834719:0xace8ce6309fb80c1!8m2!3d28.5418375!4d77.2036432!16s%2Fg%2F11fphhk5v5!19sChIJGUeDfCfjDDkRwYD7CWPO6Kw?authuser=0&hl=en&rclk=1,PHOENIX ACADEMIA,"58/1, Kalu Sarai, opp. sarvpriya vihar, Vijay Mandal Enclave, Kalu Sarai, New Delhi, Delhi 110016",Not Found,0770398500,Coaching Center,Open,Closes 9 pm,4.9,No,28.5418375,77.2036432
https://www.google.com/maps/place/Wisdom+Mart/data=!4m7!3m6!1s0x390ce20d3cd08137:0xce11744db1716f77!8m2!3d28.5520017!4d77.2038874!16s%2Fg%2F1tcxy63r!19sChIJN4HQPA3iDDkRd29xsU10Ec4?authuser=0&hl=en&rclk=1,Wisdom Mart,"202, 207, Sri Aurobindo Marg, Hauz Khas, New Delhi, Delhi 110016",https://wisdommart.com/,0987362944,Educational consultant,Open,Closes 7:30 pm,4.5,No,28.5520017,77.2038874
https://www.google.com/maps/place/Movesabroad/data=!4m7!3m6!1s0x390d031a35c5b6f1:0x7f572aa1dadbcda3!8m2!3d28.693648!4d77.1501226!16s%2Fg%2F11gnrfcs9c!19sChIJ8bbFNRoDDTkRo83b2qEqV38?authuser=0&hl=en&rclk=1,Movesabroad,"4th Floor, Aggarwal Cyber Plaza 1, 407, Netaji Subhash Place, Pitampura, New Delhi, Delhi 110034",https://www.ieltscoachingindelhi.in/,0981154283,Coaching Center,Open,Closes 6:30 pm,4.8,No,28.693648,77.1501226
https://www.google.com/maps/place/Metier+Academy/data=!4m7!3m6!1s0x390d1f0126f50655:0xf8cfda6a112368b0!8m2!3d28.505792!4d77.1745949!16s%2Fg%2F11fkkzccyv!19sChIJVQb1JgEfDTkRsGgjEWraz_g?authuser=0&hl=en&rclk=1,Metier Academy,"2/1, First and Second Floor, Metro Stations, CDR Chowk, opp. to Chattarpur, near to Aggarwal Sweets, Dr Ambedkar Colony, Chhatarpur, New Delhi, Delhi 110074",https://metieracademy.in/,0977374539,Coaching Center,Open,Closes 7:30 pm,4.9,No,28.505792,77.1745949
https://www.google.com/maps/place/IELTS+Coaching+in+MalviyaNagar/data=!4m7!3m6!1s0x390ce21956efccb7:0x5ad5ccce73bdf016!8m2!3d28.5319305!4d77.2081082!16s%2Fg%2F11gdgx6zk6!19sChIJt8zvVhniDDkRFvC9c87M1Vo?authuser=0&hl=en&rclk=1,IELTS Coaching in MalviyaNagar,"Block L, Malviya Nagar, New Delhi, Delhi 110017",Not Found,0836823140,Coaching Center,Open,Closes 6 pm,4.9,No,28.5319305,77.2081082
